Month,Year,Municipality,Tax_Rev,RetainedByCity_PercentOfTotalTax,Rec_SpecialSalesTax_Amount,Combined_Local_Govs,Notes,Unincorp_County,NR_Code,Unincorp_NR_Code
2,2018,Pueblo County,,0.1,0.15,,,46587,,
2,2018,Sum of NR Local Governments,162897,0.1,0.15,,"NR = Not releasable due to confidentiality requirements. Per §39-21-113(4), C.R.S., data from these localgovernments must be combined in order to protectthe confidentiality of the individual taxpayers.It is the Department's practice to release aggregateddata only when there are at least three taxpayersin a given category and none of them represents more than 80% of the total.",,,
3,2018,Alma,,0.1,0.15,,,,NR,
3,2018,Antonito,5759,0.1,0.15,,,,,
3,2018,Aspen,16227,0.1,0.15,,,,,
3,2018,Aurora,127320,0.1,0.15,,,,,
3,2018,Basalt,,0.1,0.15,,,,NR,
3,2018,Boulder,51376,0.1,0.15,,,,,
3,2018,Breckenridge,15237,0.1,0.15,,,,,
3,2018,Carbondale,2034,0.1,0.15,,,,,
3,2018,Central City,1862,0.1,0.15,,,,,
3,2018,Commerce City,,0.1,0.15,,,,NR,
3,2018,Cortez,19044,0.1,0.15,,,,,
3,2018,Crested Butte,13997,0.1,0.15,,,,,
3,2018,Crestone,,0.1,0.15,,,,NR,
3,2018,De Beque,7458,0.1,0.15,,,,,
3,2018,Denver,434107,0.1,0.15,,,,,
3,2018,Dillon,9188,0.1,0.15,,,,,
3,2018,Durango,19181,0.1,0.15,,,,,
3,2018,Eagle,,0.1,0.15,,,,NR,
3,2018,Edgewater,33188,0.1,0.15,,,,,
3,2018,Empire,,0.1,0.15,,,,NR,
3,2018,Englewood,,0.1,0.15,,,,NR,
3,2018,Federal Heights,10726,0.1,0.15,,,,,
3,2018,Fraser,,0.1,0.15,,,,NR,
3,2018,Frisco,,0.1,0.15,,,,NR,
3,2018,Ft Collins,74424,0.1,0.15,,,,,
3,2018,Garden City,34482,0.1,0.15,,,,,
3,2018,Georgetown,,0.1,0.15,,,,NR,
3,2018,Glendale,25951,0.1,0.15,,,,,
3,2018,Glenwood Springs,4637,0.1,0.15,,,,,
3,2018,Gunnison,5608,0.1,0.15,,,,,
3,2018,Idaho Springs,,0.1,0.15,,,,NR,
3,2018,Lafayette,,0.1,0.15,,,,NR,
3,2018,Leadville,2964,0.1,0.15,,,,,
3,2018,Log Lane Village,12329,0.1,0.15,,,,,
3,2018,Louisville,,0.1,0.15,,,,NR,
3,2018,Lyons,,0.1,0.15,,,,NR,
3,2018,Mancos,,0.1,0.15,,,,NR,
3,2018,Manitou Springs,,0.1,0.15,,,,NR,
3,2018,Moffat,,0.1,0.15,,,,NR,
3,2018,Mountain View,,0.1,0.15,,,,NR,
3,2018,Nederland,1950,0.1,0.15,,,,,
3,2018,Northglenn,46524,0.1,0.15,,,,,
3,2018,Oak Creek,,0.1,0.15,,,,NR,
3,2018,Pagosa Springs,,0.1,0.15,,,,NR,
3,2018,Palisade,,0.1,0.15,,,,NR,
3,2018,Parachute,7647,0.1,0.15,,,,,
3,2018,Pueblo,15687,0.1,0.15,,,,,
3,2018,Ridgway,6679,0.1,0.15,,,,,
3,2018,Salida,5471,0.1,0.15,,,,,
3,2018,San Luis,,0.1,0.15,,,,NR,
3,2018,Sedgwick,,0.1,0.15,,,,NR,
3,2018,Silt,,0.1,0.15,,,,NR,
3,2018,Silver Plume,,0.1,0.15,,,,NR,
3,2018,Silverthorne,,0.1,0.15,,,,NR,
3,2018,Silverton,,0.1,0.15,,,,NR,
3,2018,Steamboat Springs,15494,0.1,0.15,,,,,
3,2018,Telluride,6422,0.1,0.15,,,,,
3,2018,Thornton,,0.1,0.15,,,,NR,
3,2018,Trinidad,51135,0.1,0.15,,,,,
3,2018,Walsenburg,,0.1,0.15,,,,NR,
3,2018,Wheat Ridge,15954,0.1,0.15,,,,,
3,2018,Adams County,,0.1,0.15,,,19697,,
3,2018,Archuleta County,,0.1,0.15,,,,,NR
3,2018,Boulder County,,0.1,0.15,,,17743,,
3,2018,Clear Creek County,,0.1,0.15,,,,,NR
3,2018,Costilla County,,0.1,0.15,,,,,NR
3,2018,Eagle County,,0.1,0.15,,,22294,,
3,2018,Gilpin County,,0.1,0.15,,,,,NR
3,2018,Grand County,,0.1,0.15,,,,,NR
3,2018,Larimer County,,0.1,0.15,,,,,NR
3,2018,Park County,,0.1,0.15,,,4431,,
3,2018,Pueblo County,,0.1,0.15,,,46365,,
3,2018,Sum of NR Local Governments,173630,0.1,0.15,,"NR = Not releasable due to confidentiality requirements. Per §39-21-113(4), C.R.S., data from these localgovernments must be combined in order to protectthe confidentiality of the individual taxpayers.It is the Department's practice to release aggregateddata only when there are at least three taxpayersin a given category and none of them represents more than 80% of the total.",,,
4,2018,Alma,,0.1,0.15,,,,NR,
4,2018,Antonito,7232,0.1,0.15,,,,,
4,2018,Aspen,17091,0.1,0.15,,,,,
4,2018,Aurora,107578,0.1,0.15,,,,,
4,2018,Basalt,,0.1,0.15,,,,NR,
4,2018,Boulder,61063,0.1,0.15,,,,,
4,2018,Breckenridge,20867,0.1,0.15,,,,,
4,2018,Carbondale,3375,0.1,0.15,,,,,
4,2018,Central City,3342,0.1,0.15,,,,,
4,2018,Commerce City,,0.1,0.15,,,,NR,
4,2018,Cortez,23210,0.1,0.15,,,,,
4,2018,Crested Butte,,0.1,0.15,,,,NR,
4,2018,Crestone,,0.1,0.15,,,,NR,
4,2018,De Beque,10817,0.1,0.15,,,,,
4,2018,Denver,524037,0.1,0.15,,,,,
4,2018,Dillon,10870,0.1,0.15,,,,,
4,2018,Dinosaur,,0.1,0.15,,,,NR,
4,2018,Durango,35960,0.1,0.15,,,,,
4,2018,Eagle,,0.1,0.15,,,,NR,
4,2018,Edgewater,19938,0.1,0.15,,,,,
4,2018,Englewood,,0.1,0.15,,,,NR,
4,2018,Federal Heights,19212,0.1,0.15,,,,,
4,2018,Fraser,,0.1,0.15,,,,NR,
4,2018,Frisco,,0.1,0.15,,,,NR,
4,2018,Ft Collins,67117,0.1,0.15,,,,,
4,2018,Garden City,40228,0.1,0.15,,,,,
4,2018,Georgetown,,0.1,0.15,,,,NR,
4,2018,Glendale,23121,0.1,0.15,,,,,
4,2018,Glenwood Springs,8574,0.1,0.15,,,,,
4,2018,Gunnison,,0.1,0.15,,,,NR,
4,2018,Idaho Springs,7483,0.1,0.15,,,,,
4,2018,Lafayette,8485,0.1,0.15,,,,,
4,2018,Leadville,3611,0.1,0.15,,,,,
4,2018,Log Lane Village,15944,0.1,0.15,,,,,
4,2018,Louisville,,0.1,0.15,,,,NR,
4,2018,Lyons,,0.1,0.15,,,,NR,
4,2018,Mancos,,0.1,0.15,,,,NR,
4,2018,Manitou Springs,,0.1,0.15,,,,NR,
4,2018,Moffat,,0.1,0.15,,,,NR,
4,2018,Mountain View,,0.1,0.15,,,,NR,
4,2018,Nederland,,0.1,0.15,,,,NR,
4,2018,Northglenn,16499,0.1,0.15,,,,,
4,2018,Oak Creek,,0.1,0.15,,,,NR,
4,2018,Pagosa Springs,,0.1,0.15,,,,NR,
4,2018,Palisade,,0.1,0.15,,,,NR,
4,2018,Parachute,11887,0.1,0.15,,,,,
4,2018,Pueblo,18181,0.1,0.15,,,,,
4,2018,Ridgway,,0.1,0.15,,,,NR,
4,2018,Salida,7047,0.1,0.15,,,,,
4,2018,San Luis,,0.1,0.15,,,,NR,
4,2018,Sedgwick,,0.1,0.15,,,,NR,
4,2018,Silt,,0.1,0.15,,,,NR,
4,2018,Silverthorne,,0.1,0.15,,,,NR,
4,2018,Silverton,,0.1,0.15,,,,NR,
4,2018,Steamboat Springs,16651,0.1,0.15,,,,,
4,2018,Telluride,6581,0.1,0.15,,,,,
4,2018,Thornton,,0.1,0.15,,,,NR,
4,2018,Trinidad,64077,0.1,0.15,,,,,
4,2018,Wheat Ridge,19562,0.1,0.15,,,,,
4,2018,Adams County,,0.1,0.15,,,,,NR
4,2018,Archuleta County,,0.1,0.15,,,,,NR
4,2018,Boulder County,,0.1,0.15,,,22447,,
4,2018,Clear Creek County,,0.1,0.15,,,,,NR
4,2018,Costilla County,,0.1,0.15,,,,,NR
4,2018,Eagle County,,0.1,0.15,,,31382,,
4,2018,Gilpin County,,0.1,0.15,,,,,NR
4,2018,Grand County,,0.1,0.15,,,,,NR
4,2018,Larimer County,,0.1,0.15,,,,,NR
4,2018,Park County,,0.1,0.15,,,4079,,
4,2018,Pueblo County,,0.1,0.15,,,50090,,
4,2018,Sum of NR Local Governments,221304,0.1,0.15,,"NR = Not releasable due to confidentiality requirements. Per §39-21-113(4), C.R.S., data from these localgovernments must be combined in order to protectthe confidentiality of the individual taxpayers.It is the Department's practice to release aggregateddata only when there are at least three taxpayersin a given category and none of them represents more than 80% of the total.",,,
5,2018,Alma,,0.1,0.15,,,,NR,
5,2018,Antonito,6526,0.1,0.15,,,,,
5,2018,Aspen,12343,0.1,0.15,,,,,
5,2018,Aurora,123548,0.1,0.15,,,,,
5,2018,Basalt,,0.1,0.15,,,,NR,
5,2018,Boulder,54789,0.1,0.15,,,,,
5,2018,Breckenridge,7164,0.1,0.15,,,,,
5,2018,Carbondale,2172,0.1,0.15,,,,,
5,2018,Central City,2952,0.1,0.15,,,,,
5,2018,Commerce City,,0.1,0.15,,,,NR,
5,2018,Cortez,21550,0.1,0.15,,,,,
5,2018,Crested Butte,3176,0.1,0.15,,,,,
5,2018,Crestone,,0.1,0.15,,,,NR,
5,2018,De Beque,11051,0.1,0.15,,,,,
5,2018,Denver,498347,0.1,0.15,,,,,
5,2018,Dillon,6385,0.1,0.15,,,,,
5,2018,Dinosaur,,0.1,0.15,,,,NR,
5,2018,Durango,28808,0.1,0.15,,,,,
5,2018,Eagle,,0.1,0.15,,,,NR,
5,2018,Edgewater,28258,0.1,0.15,,,,,
5,2018,Empire,,0.1,0.15,,,,NR,
5,2018,Englewood,,0.1,0.15,,,,NR,
5,2018,Federal Heights,26645,0.1,0.15,,,,,
5,2018,Fraser,,0.1,0.15,,,,NR,
5,2018,Frisco,,0.1,0.15,,,,NR,
5,2018,Ft Collins,72501,0.1,0.15,,,,,
5,2018,Garden City,36315,0.1,0.15,,,,,
5,2018,Georgetown,,0.1,0.15,,,,NR,
5,2018,Glendale,28515,0.1,0.15,,,,,
5,2018,Glenwood Springs,6060,0.1,0.15,,,,,
5,2018,Gunnison,4713,0.1,0.15,,,,,
5,2018,Idaho Springs,4259,0.1,0.15,,,,,
5,2018,Lafayette,10946,0.1,0.15,,,,,
5,2018,Leadville,2967,0.1,0.15,,,,,
5,2018,Log Lane Village,,0.1,0.15,,,,NR,
5,2018,Louisville,,0.1,0.15,,,,NR,
5,2018,Lyons,,0.1,0.15,,,,NR,
5,2018,Mancos,,0.1,0.15,,,,NR,
5,2018,Manitou Springs,,0.1,0.15,,,,NR,
5,2018,Moffat,,0.1,0.15,,,,NR,
5,2018,Mountain View,,0.1,0.15,,,,NR,
5,2018,Nederland,,0.1,0.15,,,,NR,
5,2018,Northglenn,35738,0.1,0.15,,,,,
5,2018,Oak Creek,,0.1,0.15,,,,NR,
5,2018,Pagosa Springs,,0.1,0.15,,,,NR,
5,2018,Palisade,,0.1,0.15,,,,NR,
5,2018,Parachute,10636,0.1,0.15,,,,,
5,2018,Pueblo,20734,0.1,0.15,,,,,
5,2018,Ridgway,,0.1,0.15,,,,NR,
5,2018,Salida,5903,0.1,0.15,,,,,
5,2018,San Luis,,0.1,0.15,,,,NR,
5,2018,Sedgwick,,0.1,0.15,,,,NR,
5,2018,Silt,,0.1,0.15,,,,NR,
5,2018,Silver Plume,,0.1,0.15,,,,NR,
5,2018,Silverthorne,,0.1,0.15,,,,NR,
5,2018,Silverton,,0.1,0.15,,,,NR,
5,2018,Steamboat Springs,11220,0.1,0.15,,,,,
5,2018,Telluride,4475,0.1,0.15,,,,,
5,2018,Thornton,7719,0.1,0.15,,,,,
5,2018,Trinidad,64879,0.1,0.15,,,,,
5,2018,Walsenburg,,0.1,0.15,,,,NR,
5,2018,Wheat Ridge,17982,0.1,0.15,,,,,
5,2018,Adams County,,0.1,0.15,,,15274,,
5,2018,Archuleta County,,0.1,0.15,,,,,NR
5,2018,Boulder County,,0.1,0.15,,,21417,,
5,2018,Clear Creek County,,0.1,0.15,,,,,NR
5,2018,Costilla County,,0.1,0.15,,,,,NR
5,2018,Eagle County,,0.1,0.15,,,15087,,
5,2018,Gilpin County,,0.1,0.15,,,,,NR
5,2018,Grand County,,0.1,0.15,,,2671,,
5,2018,Larimer County,,0.1,0.15,,,,,NR
5,2018,Park County,,0.1,0.15,,,3687,,
5,2018,Pueblo County,,0.1,0.15,,,47912,,
5,2018,Sum of NR Local Governments,183898,0.1,0.15,,"NR = Not releasable due to confidentiality requirements. Per §39-21-113(4), C.R.S., data from these localgovernments must be combined in order to protectthe confidentiality of the individual taxpayers.It is the Department's practice to release aggregateddata only when there are at least three taxpayersin a given category and none of them represents more than 80% of the total.",,,
6,2018,Alma,,0.1,0.15,,,,NR,
6,2018,Antonito,7439,0.1,0.15,,,,,
6,2018,Aspen,4793,0.1,0.15,,,,,
6,2018,Aurora,136041,0.1,0.15,,,,,
6,2018,Basalt,,0.1,0.15,,,,NR,
6,2018,Boulder,58333,0.1,0.15,,,,,
6,2018,Breckenridge,6184,0.1,0.15,,,,,
6,2018,Carbondale,,0.1,0.15,,,,NR,
6,2018,Central City,3055,0.1,0.15,,,,,
6,2018,Commerce City,,0.1,0.15,,,,NR,
6,2018,Cortez,22171,0.1,0.15,,,,,
6,2018,Crested Butte,,0.1,0.15,,,,NR,
6,2018,Crestone,,0.1,0.15,,,,NR,
6,2018,De Beque,11558,0.1,0.15,,,,,
6,2018,Denver,476031,0.1,0.15,,,,,
6,2018,Dillon,5300,0.1,0.15,,,,,
6,2018,Durango,31990,0.1,0.15,,,,,
6,2018,Eagle,,0.1,0.15,,,,NR,
6,2018,Edgewater,32900,0.1,0.15,,,,,
6,2018,Englewood,,0.1,0.15,,,,NR,
6,2018,Federal Heights,20366,0.1,0.15,,,,,
6,2018,Fraser,,0.1,0.15,,,,NR,
6,2018,Frisco,,0.1,0.15,,,,NR,
6,2018,Ft Collins,73812,0.1,0.15,,,,,
6,2018,Garden City,34267,0.1,0.15,,,,,
6,2018,Georgetown,,0.1,0.15,,,,NR,
6,2018,Glendale,28683,0.1,0.15,,,,,
6,2018,Glenwood Springs,6681,0.1,0.15,,,,,
6,2018,Gunnison,7171,0.1,0.15,,,,,
6,2018,Idaho Springs,5793,0.1,0.15,,,,,
6,2018,Lafayette,,0.1,0.15,,,,NR,
6,2018,Leadville,,0.1,0.15,,,,NR,
6,2018,Log Lane Village,19537,0.1,0.15,,,,,
6,2018,Longmont,,0.1,0.15,,,,NR,
6,2018,Louisville,,0.1,0.15,,,,NR,
6,2018,Lyons,,0.1,0.15,,,,NR,
6,2018,Mancos,,0.1,0.15,,,,NR,
6,2018,Manitou Springs,,0.1,0.15,,,,NR,
6,2018,Moffat,,0.1,0.15,,,,NR,
6,2018,Mountain View,,0.1,0.15,,,,NR,
6,2018,Nederland,,0.1,0.15,,,,NR,
6,2018,Northglenn,43958,0.1,0.15,,,,,
6,2018,Oak Creek,,0.1,0.15,,,,NR,
6,2018,Pagosa Springs,,0.1,0.15,,,,NR,
6,2018,Palisade,,0.1,0.15,,,,NR,
6,2018,Parachute,12295,0.1,0.15,,,,,
6,2018,Pueblo,19593,0.1,0.15,,,,,
6,2018,Ridgway,12021,0.1,0.15,,,,,
6,2018,Salida,6867,0.1,0.15,,,,,
6,2018,San Luis,,0.1,0.15,,,,NR,
6,2018,Sedgwick,,0.1,0.15,,,,NR,
6,2018,Silt,,0.1,0.15,,,,NR,
6,2018,Silver Plume,,0.1,0.15,,,,NR,
6,2018,Silverthorne,,0.1,0.15,,,,NR,
6,2018,Silverton,,0.1,0.15,,,,NR,
6,2018,Steamboat Springs,10118,0.1,0.15,,,,,
6,2018,Telluride,3531,0.1,0.15,,,,,
6,2018,Thornton,9359,0.1,0.15,,,,,
6,2018,Trinidad,64983,0.1,0.15,,,,,
6,2018,Walsenburg,,0.1,0.15,,,,NR,
6,2018,Wheat Ridge,17753,0.1,0.15,,,,,
6,2018,Adams County,,0.1,0.15,,,18094,,
6,2018,Archuleta County,,0.1,0.15,,,,,NR
6,2018,Boulder County,,0.1,0.15,,,21976,,
6,2018,Clear Creek County,,0.1,0.15,,,,,NR
6,2018,Costilla County,,0.1,0.15,,,,,NR
6,2018,Eagle County,,0.1,0.15,,,12253,,
6,2018,Gilpin County,,0.1,0.15,,,,,NR
6,2018,Grand County,,0.1,0.15,,,,,NR
6,2018,La Plata County,,0.1,0.15,,,,,NR
6,2018,Larimer County,,0.1,0.15,,,,,NR
6,2018,Park County,,0.1,0.15,,,4113,,
6,2018,Pueblo County,,0.1,0.15,,,51410,,
6,2018,Saguache County,,0.1,0.15,,,,,NR
6,2018,Sum of NR Local Governments,190782,0.1,0.15,,"NR = Not releasable due to confidentiality requirements. Per §39-21-113(4), C.R.S., data from these localgovernments must be combined in order to protectthe confidentiality of the individual taxpayers.It is the Department's practice to release aggregateddata only when there are at least three taxpayersin a given category and none of them represents more than 80% of the total.",,,
7,2018,Alma,,0.1,0.15,,,,NR,
7,2018,Antonito,8378,0.1,0.15,,,,,
7,2018,Aspen,10898,0.1,0.15,,,,,
7,2018,Aurora,136180,0.1,0.15,,,,,
7,2018,Basalt,,0.1,0.15,,,,NR,
7,2018,Boulder,59265,0.1,0.15,,,,,
7,2018,Breckenridge,9273,0.1,0.15,,,,,
7,2018,Carbondale,3732,0.1,0.15,,,,,
7,2018,Central City,3281,0.1,0.15,,,,,
7,2018,Commerce City,,0.1,0.15,,,,NR,
7,2018,Cortez,22687,0.1,0.15,,,,,
7,2018,Crested Butte,,0.1,0.15,,,,NR,
7,2018,Crestone,,0.1,0.15,,,,NR,
7,2018,De Beque,12214,0.1,0.15,,,,,
7,2018,Denver,499046,0.1,0.15,,,,,
7,2018,Dillon,6198,0.1,0.15,,,,,
7,2018,Dinosaur,,0.1,0.15,,,,NR,
7,2018,Durango,30464,0.1,0.15,,,,,
7,2018,Eagle,,0.1,0.15,,,,NR,
7,2018,Edgewater,35191,0.1,0.15,,,,,
7,2018,Empire,,0.1,0.15,,,,NR,
7,2018,Englewood,,0.1,0.15,,,,NR,
7,2018,Federal Heights,21310,0.1,0.15,,,,,
7,2018,Fraser,,0.1,0.15,,,,NR,
7,2018,Frisco,,0.1,0.15,,,,NR,
7,2018,Ft Collins,77548,0.1,0.15,,,,,
7,2018,Garden City,37372,0.1,0.15,,,,,
7,2018,Georgetown,,0.1,0.15,,,,NR,
7,2018,Glendale,28568,0.1,0.15,,,,,
7,2018,Glenwood Springs,6858,0.1,0.15,,,,,
7,2018,Gunnison,6872,0.1,0.15,,,,,
7,2018,Idaho Springs,6264,0.1,0.15,,,,,
7,2018,Lafayette,13158,0.1,0.15,,,,,
7,2018,Leadville,,0.1,0.15,,,,NR,
7,2018,Log Lane Village,16006,0.1,0.15,,,,,
7,2018,Louisville,,0.1,0.15,,,,NR,
7,2018,Lyons,,0.1,0.15,,,,NR,
7,2018,Mancos,7660,0.1,0.15,,,,,
7,2018,Manitou Springs,,0.1,0.15,,,,NR,
7,2018,Moffat,,0.1,0.15,,,,NR,
7,2018,Mountain View,,0.1,0.15,,,,NR,
7,2018,Nederland,,0.1,0.15,,,,NR,
7,2018,Northglenn,48875,0.1,0.15,,,,,
7,2018,Oak Creek,,0.1,0.15,,,,NR,
7,2018,Pagosa Springs,,0.1,0.15,,,,NR,
7,2018,Palisade,,0.1,0.15,,,,NR,
7,2018,Parachute,10992,0.1,0.15,,,,,
7,2018,Pueblo,20889,0.1,0.15,,,,,
7,2018,Ridgway,9994,0.1,0.15,,,,,
7,2018,Salida,8676,0.1,0.15,,,,,
7,2018,San Luis,,0.1,0.15,,,,NR,
7,2018,Sedgwick,,0.1,0.15,,,,NR,
7,2018,Silt,,0.1,0.15,,,,NR,
7,2018,Silver Plume,,0.1,0.15,,,,NR,
7,2018,Silverthorne,,0.1,0.15,,,,NR,
7,2018,Silverton,,0.1,0.15,,,,NR,
7,2018,Steamboat Springs,12867,0.1,0.15,,,,,
7,2018,Telluride,6807,0.1,0.15,,,,,
7,2018,Thornton,10156,0.1,0.15,,,,,
7,2018,Trinidad,65854,0.1,0.15,,,,,
7,2018,Walsenburg,,0.1,0.15,,,,NR,
7,2018,Wheat Ridge,17837,0.1,0.15,,,,,
7,2018,Adams County,,0.1,0.15,,,18608,,
7,2018,Archuleta County,,0.1,0.15,,,,,NR
7,2018,Boulder County,,0.1,0.15,,,24740,,
7,2018,Clear Creek County,,0.1,0.15,,,,,NR
7,2018,Costilla County,,0.1,0.15,,,,,NR
7,2018,Eagle County,,0.1,0.15,,,16652,,
7,2018,Gilpin County,,0.1,0.15,,,,,NR
7,2018,Grand County,,0.1,0.15,,,4697,,
7,2018,La Plata County,,0.1,0.15,,,,,NR
7,2018,Larimer County,,0.1,0.15,,,,,NR
7,2018,Park County,,0.1,0.15,,,4674,,
7,2018,Pueblo County,,0.1,0.15,,,53837,,
7,2018,Saguache County,,0.1,0.15,,,,,NR
7,2018,Sum of NR Local Governments,200335,0.1,0.15,,"NR = Not releasable due to confidentiality requirements. Per §39-21-113(4), C.R.S., data from these localgovernments must be combined in order to protectthe confidentiality of the individual taxpayers.It is the Department's practice to release aggregateddata only when there are at least three taxpayersin a given category and none of them represents more than 80% of the total.",,,
8,2018,Alma,,0.1,0.15,,,,NR,
8,2018,Antonito,9328,0.1,0.15,,,,,
8,2018,Aspen,19490,0.1,0.15,,,,,
8,2018,Aurora,127354,0.1,0.15,,,,,
8,2018,Basalt,,0.1,0.15,,,,NR,
8,2018,Boulder,66663,0.1,0.15,,,,,
8,2018,Breckenridge,12708,0.1,0.15,,,,,
8,2018,Carbondale,,0.1,0.15,,,,NR,
8,2018,Central City,3604,0.1,0.15,,,,,
8,2018,Commerce City,,0.1,0.15,,,,NR,
8,2018,Cortez,22767,0.1,0.15,,,,,
8,2018,Crested Butte,,0.1,0.15,,,,NR,
8,2018,Crestone,,0.1,0.15,,,,NR,
8,2018,De Beque,12542,0.1,0.15,,,,,
8,2018,Denver,523548,0.1,0.15,,,,,
8,2018,Dillon,7970,0.1,0.15,,,,,
8,2018,Dinosaur,,0.1,0.15,,,,NR,
8,2018,Durango,33167,0.1,0.15,,,,,
8,2018,Eagle,,0.1,0.15,,,,NR,
8,2018,Edgewater,33008,0.1,0.15,,,,,
8,2018,Empire,,0.1,0.15,,,,NR,
8,2018,Englewood,,0.1,0.15,,,,NR,
8,2018,Federal Heights,18464,0.1,0.15,,,,,
8,2018,Fraser,,0.1,0.15,,,,NR,
8,2018,Frisco,,0.1,0.15,,,,NR,
8,2018,Ft Collins,84569,0.1,0.15,,,,,
8,2018,Garden City,37203,0.1,0.15,,,,,
8,2018,Georgetown,,0.1,0.15,,,,NR,
8,2018,Glendale,29198,0.1,0.15,,,,,
8,2018,Glenwood Springs,8106,0.1,0.15,,,,,
8,2018,Gunnison,8772,0.1,0.15,,,,,
8,2018,Idaho Springs,7151,0.1,0.15,,,,,
8,2018,Lafayette,10183,0.1,0.15,,,,,
8,2018,Leadville,4436,0.1,0.15,,,,,
8,2018,Log Lane Village,16732,0.1,0.15,,,,,
8,2018,Louisville,,0.1,0.15,,,,NR,
8,2018,Lyons,,0.1,0.15,,,,NR,
8,2018,Mancos,7761,0.1,0.15,,,,,
8,2018,Manitou Springs,,0.1,0.15,,,,NR,
8,2018,Moffat,,0.1,0.15,,,,NR,
8,2018,Mountain View,,0.1,0.15,,,,NR,
8,2018,Nederland,,0.1,0.15,,,,NR,
8,2018,Northglenn,37541,0.1,0.15,,,,,
8,2018,Oak Creek,,0.1,0.15,,,,NR,
8,2018,Pagosa Springs,,0.1,0.15,,,,NR,
8,2018,Palisade,,0.1,0.15,,,,NR,
8,2018,Parachute,13668,0.1,0.15,,,,,
8,2018,Pueblo,21602,0.1,0.15,,,,,
8,2018,Ridgway,11266,0.1,0.15,,,,,
8,2018,Salida,10491,0.1,0.15,,,,,
8,2018,San Luis,,0.1,0.15,,,,NR,
8,2018,Sedgwick,,0.1,0.15,,,,NR,
8,2018,Silt,,0.1,0.15,,,,NR,
8,2018,Silver Plume,,0.1,0.15,,,,NR,
8,2018,Silverthorne,,0.1,0.15,,,,NR,
8,2018,Silverton,,0.1,0.15,,,,NR,
8,2018,Steamboat Springs,15516,0.1,0.15,,,,,
8,2018,Telluride,8162,0.1,0.15,,,,,
8,2018,Thornton,8136,0.1,0.15,,,,,
8,2018,Trinidad,69971,0.1,0.15,,,,,
8,2018,Walsenburg,,0.1,0.15,,,,NR,
8,2018,Wheat Ridge,16905,0.1,0.15,,,,,
8,2018,Adams County,,0.1,0.15,,,16252,,
8,2018,Archuleta County,,0.1,0.15,,,,,NR
8,2018,Boulder County,,0.1,0.15,,,28151,,
8,2018,Clear Creek County,,0.1,0.15,,,,,NR
8,2018,Costilla County,,0.1,0.15,,,,,NR
8,2018,Eagle County,,0.1,0.15,,,21088,,
8,2018,Gilpin County,,0.1,0.15,,,,,NR
8,2018,Grand County,,0.1,0.15,,,6180,,
8,2018,La Plata County,,0.1,0.15,,,,,NR
8,2018,Larimer County,,0.1,0.15,,,,,NR
8,2018,Park County,,0.1,0.15,,,5377,,
8,2018,Pueblo County,,0.1,0.15,,,59002,,
8,2018,Sum of NR Local Governments,227539,0.1,0.15,,"NR = Not releasable due to confidentiality requirements. Per §39-21-113(4), C.R.S., data from these localgovernments must be combined in order to protectthe confidentiality of the individual taxpayers.It is the Department's practice to release aggregateddata only when there are at least three taxpayersin a given category and none of them represents more than 80% of the total.",,,
9,2018,Alma,,0.1,0.15,,,,NR,
9,2018,Antonito,9765,0.1,0.15,,,,,
9,2018,Aspen,17502,0.1,0.15,,,,,
9,2018,Aurora,133060,0.1,0.15,,,,,
9,2018,Basalt,,0.1,0.15,,,,NR,
9,2018,Boulder,79294,0.1,0.15,,,,,
9,2018,Breckenridge,11533,0.1,0.15,,,,,
9,2018,Carbondale,2828,0.1,0.15,,,,,
9,2018,Central City,3436,0.1,0.15,,,,,
9,2018,Commerce City,,0.1,0.15,,,,NR,
9,2018,Cortez,22247,0.1,0.15,,,,,
9,2018,Crested Butte,,0.1,0.15,,,,NR,
9,2018,Crestone,,0.1,0.15,,,,NR,
9,2018,De Beque,13514,0.1,0.15,,,,,
9,2018,Denver,514939,0.1,0.15,,,,,
9,2018,Dillon,7304,0.1,0.15,,,,,
9,2018,Dinosaur,,0.1,0.15,,,,NR,
9,2018,Durango,33031,0.1,0.15,,,,,
9,2018,Eagle,,0.1,0.15,,,,NR,
9,2018,Edgewater,32937,0.1,0.15,,,,,
9,2018,Englewood,,0.1,0.15,,,,NR,
9,2018,Federal Heights,20649,0.1,0.15,,,,,
9,2018,Fraser,,0.1,0.15,,,,NR,
9,2018,Frisco,,0.1,0.15,,,,NR,
9,2018,Ft Collins,89030,0.1,0.15,,,,,
9,2018,Garden City,38096,0.1,0.15,,,,,
9,2018,Georgetown,,0.1,0.15,,,,NR,
9,2018,Glendale,31303,0.1,0.15,,,,,
9,2018,Glenwood Springs,7343,0.1,0.15,,,,,
9,2018,Gunnison,8581,0.1,0.15,,,,,
9,2018,Idaho Springs,6820,0.1,0.15,,,,,
9,2018,Lafayette,10178,0.1,0.15,,,,,
9,2018,Leadville,6731,0.1,0.15,,,,,
9,2018,Log Lane Village,17220,0.1,0.15,,,,,
9,2018,Longmont,,0.1,0.15,,,,NR,
9,2018,Louisville,,0.1,0.15,,,,NR,
9,2018,Lyons,,0.1,0.15,,,,NR,
9,2018,Mancos,8229,0.1,0.15,,,,,
9,2018,Manitou Springs,,0.1,0.15,,,,NR,
9,2018,Moffat,,0.1,0.15,,,,NR,
